Sequence,Date - Time,Frequency [MHz],Channel,Modulation,Bandwidth [KHz],SF,Coding rate,ADR,RSSI [dBm],SNR [dB],Port,Payload ,Led 3 status,Athmospheric pressure,Temperature,Altitude (Pressure based),Battery status,Latitude,Longitude,Altitude
8345,2015-07-08 14:31:57,867.7,6,LoRa,125,SF12,4/5,on,-120,-5,2,0026c70c6d038c424040da04162e00d3,00,26c7,0c6d,038c,25.98 %,45.17812552191323,5.746837347368878,00d3
8339,2015-07-08 14:31:52,867.1,3,LoRa,125,SF11,4/5,on,-122,-7.2,2,0026c50c6d039c424040eb04161600d3,00,26c5,0c6d,039c,25.98 %,45.178307912147986,5.746322363176628,00d3
8331,2015-07-08 14:31:44,868.5,2,LoRa,125,SF12,4/5,on,-122,-7.8,2,0026c70c79038e424040eb04161600d3,00,26c7,0c79,038e,25.98 %,45.178307912147986,5.746322363176628,00d3
8315,2015-07-08 14:31:29,868.5,2,LoRa,125,SF7,4/5,on,-119,-4.8,2,0026c70c730394414040e40415ed00d5,00,26c7,0c73,0394,25.59 %,45.178232810286616,5.745442598514867,00d5
8314,2015-07-08 14:31:29,867.3,4,LoRa,125,SF8,4/5,on,-120,-3.8,2,0026c70c730391414040e40415ed00d5,00,26c7,0c73,0391,25.59 %,45.178232810286616,5.745442598514867,00d5
8311,2015-07-08 14:31:27,867.1,3,LoRa,125,SF11,4/5,on,-122,-6,2,0026c70c7303953f4040e40415ed00d5,00,26c7,0c73,0395,24.8 %,45.178232810286616,5.745442598514867,00d5
8310,2015-07-08 14:31:25,867.3,4,LoRa,125,SF12,4/5,on,-122,-0.2,2,0026c80c790385404040e40415ed00d5,00,26c8,0c79,0385,25.2 %,45.178232810286616,5.745442598514867,00d5
8308,2015-07-08 14:31:23,868.1,0,LoRa,125,SF7,4/5,on,-122,-5.2,2,0026c80c79038f404040e40415ed00d5,00,26c8,0c79,038f,25.2 %,45.178232810286616,5.745442598514867,00d5
8306,2015-07-08 14:31:22,867.3,4,LoRa,125,SF9,4/5,on,-121,-5.5,2,0026c80c730393404040e40415ed00d5,00,26c8,0c73,0393,25.2 %,45.178232810286616,5.745442598514867,00d5
8305,2015-07-08 14:31:21,867.9,7,LoRa,125,SF10,4/5,on,-121,-1.2,2,0026c80c73038c424040e20415e700d7,00,26c8,0c73,038c,25.98 %,45.17821135261194,5.745313852466804,00d7
8304,2015-07-08 14:31:20,868.3,1,LoRa,125,SF11,4/5,on,-122,-7,2,0026c70c73038e424040e20415e700d7,00,26c7,0c73,038e,25.98 %,45.17821135261194,5.745313852466804,00d7
8301,2015-07-08 14:31:17,867.7,6,LoRa,125,SF7,4/5,on,-121,-3.8,2,0026c90c790387414040e20415e700d7,00,26c9,0c79,0387,25.59 %,45.17821135261194,5.745313852466804,00d7
8299,2015-07-08 14:31:16,868.5,2,LoRa,125,SF9,4/5,on,-122,-8,2,0026c70c73038c3f4040e20415e700d7,00,26c7,0c73,038c,24.8 %,45.17821135261194,5.745313852466804,00d7
8297,2015-07-08 14:31:14,867.9,7,LoRa,125,SF11,4/5,on,-122,-2.8,2,0026c80c73038c414040e20415e700d7,00,26c8,0c73,038c,25.59 %,45.17821135261194,5.745313852466804,00d7
8293,2015-07-08 14:31:10,867.9,7,LoRa,125,SF8,4/5,on,-122,-2.8,2,0026c70c6d038a404040cc0415c400da,00,26c7,0c6d,038a,25.2 %,45.17797531819049,5.744562833853106,00da
8289,2015-07-08 14:31:06,867.9,7,LoRa,125,SF12,4/5,on,-124,-10.2,2,0026c80c79038f414040cc0415c400da,00,26c8,0c79,038f,25.59 %,45.17797531819049,5.744562833853106,00da
8276,2015-07-08 14:30:55,868.1,0,LoRa,125,SF11,4/5,on,-124,-7,2,0026c60c6d03933f4040a504159700d8,00,26c6,0c6d,0393,24.8 %,45.17755689353429,5.743597238492637,00d8
8269,2015-07-08 14:30:49,867.9,7,LoRa,125,SF11,4/5,on,-124,-13.8,2,0026c60c6d03954240408504157c00d2,00,26c6,0c6d,0395,25.98 %,45.177213570739454,5.743017881276355,00d2
8262,2015-07-08 14:30:42,867.3,4,LoRa,125,SF11,4/5,on,-122,-3.8,2,0026c70c6d03914240408504157c00d2,00,26c7,0c6d,0391,25.98 %,45.177213570739454,5.743017881276355,00d2
8261,2015-07-08 14:30:41,867.9,7,LoRa,125,SF12,4/5,on,-124,-12,2,0026c80c6d03894140405704158000c9,00,26c8,0c6d,0389,25.59 %,45.17672004422188,5.743103711975063,00c9
8256,2015-07-08 14:30:37,868.3,1,LoRa,125,SF10,4/5,on,-116,-6.2,2,0026c70c6703963f40405704158000c9,00,26c7,0c67,0396,24.8 %,45.17672004422188,5.743103711975063,00c9
8255,2015-07-08 14:30:36,868.5,2,LoRa,125,SF11,4/5,on,-119,0.8,2,0026c60c6d03994140405704158000c9,00,26c6,0c6d,0399,25.59 %,45.17672004422188,5.743103711975063,00c9
8254,2015-07-08 14:30:35,867.3,4,LoRa,125,SF12,4/5,on,-122,-10.8,2,0026c60c7303994040405704158000c9,00,26c6,0c73,0399,25.2 %,45.17672004422188,5.743103711975063,00c9
8248,2015-07-08 14:30:30,868.3,1,LoRa,125,SF11,4/5,on,-122,-5.5,2,0026c70c67038f4040402804159a00c6,00,26c7,0c67,038f,25.2 %,45.17621578886697,5.743661611516668,00c6
8247,2015-07-08 14:30:29,868.5,2,LoRa,125,SF12,4/5,on,-122,-6.5,2,0026c60c6d03983f40402804159a00c6,00,26c6,0c6d,0398,24.8 %,45.17621578886697,5.743661611516668,00c6
8241,2015-07-08 14:30:24,867.7,6,LoRa,125,SF11,4/5,on,-121,-4.8,2,0026c50c67039b4140402804159a00c6,00,26c5,0c67,039b,25.59 %,45.17621578886697,5.743661611516668,00c6
8240,2015-07-08 14:30:22,868.3,1,LoRa,125,SF12,4/5,on,-122,-11,2,0026c60c67039b4240400f0415a500c4,00,26c6,0c67,039b,25.98 %,45.175947567933505,5.743897645938116,00c4
8233,2015-07-08 14:30:16,867.7,6,LoRa,125,SF12,4/5,on,-122,-6.8,2,0026c70c6003a54240400f0415a500c4,00,26c7,0c60,03a5,25.98 %,45.175947567933505,5.743897645938116,00c4
8228,2015-07-08 14:30:12,868.3,1,LoRa,125,SF10,4/5,on,-121,-6.2,2,0026c60c60039e4040400d0415a600c6,00,26c6,0c60,039e,25.2 %,45.17592611025883,5.743919103612793,00c6
8227,2015-07-08 14:30:11,867.1,3,LoRa,125,SF11,4/5,on,-122,-5.8,2,0026c60c5a03994240400d0415a600c6,00,26c6,0c5a,0399,25.98 %,45.17592611025883,5.743919103612793,00c6
8220,2015-07-08 14:30:05,868.3,1,LoRa,125,SF11,4/5,on,-118,-9.5,2,0026c60c5403963f40400d0415a600c6,00,26c6,0c54,0396,24.8 %,45.17592611025883,5.743919103612793,00c6
8217,2015-07-08 14:30:01,867.7,6,LoRa,125,SF7,4/5,on,-121,-5.5,2,0026c60c54039942403fe80415bc00c8,00,26c6,0c54,0399,25.98 %,45.1755291432773,5.744391172455689,00c8
8215,2015-07-08 14:30:00,868.5,2,LoRa,125,SF9,4/5,on,-122,-8.8,2,0026c50c54039c42403fe80415bc00c8,00,26c5,0c54,039c,25.98 %,45.1755291432773,5.744391172455689,00c8
8213,2015-07-08 14:29:58,867.9,7,LoRa,125,SF11,4/5,on,-122,-10.5,2,0026c40c54039f40403fe80415bc00c8,00,26c4,0c54,039f,25.2 %,45.1755291432773,5.744391172455689,00c8
8212,2015-07-08 14:29:57,868.1,0,LoRa,125,SF12,4/5,on,-124,-10.5,2,0026c60c5a039940403fe80415bc00c8,00,26c6,0c5a,0399,25.2 %,45.1755291432773,5.744391172455689,00c8
8205,2015-07-08 14:29:51,867.7,6,LoRa,125,SF12,4/5,on,-120,-11.8,2,0026c40c4e039e42403fa70415d800cc,00,26c4,0c4e,039e,25.98 %,45.1748317688503,5.744991987346648,00cc
8199,2015-07-08 14:29:46,867.1,3,LoRa,125,SF11,4/5,on,-122,-13.2,2,0026c40c4703af42403fa70415d800cc,00,26c4,0c47,03af,25.98 %,45.1748317688503,5.744991987346648,00cc
8198,2015-07-08 14:29:44,867.3,4,LoRa,125,SF12,4/5,on,-122,-8.2,2,0026c60c5403a23f403fa70415d800cc,00,26c6,0c54,03a2,24.8 %,45.1748317688503,5.744991987346648,00cc
8192,2015-07-08 14:29:39,868.3,1,LoRa,125,SF11,4/5,on,-122,-11.5,2,0026c30c4703aa41403f6b0415e700cb,00,26c3,0c47,03aa,25.59 %,45.174188038609984,5.745313852466804,00cb
8189,2015-07-08 14:29:35,867.7,6,LoRa,125,SF7,4/5,on,-118,-2.2,2,0026c40c4703aa40403f6b0415e700cb,00,26c4,0c47,03aa,25.2 %,45.174188038609984,5.745313852466804,00cb
8185,2015-07-08 14:29:33,867.7,6,LoRa,125,SF11,4/5,on,-122,-6.5,2,0026c30c4703b13f403f6b0415e700cb,00,26c3,0c47,03b1,24.8 %,45.174188038609984,5.745313852466804,00cb
8184,2015-07-08 14:29:32,868.1,0,LoRa,125,SF12,4/5,on,-122,-7.8,2,0026c40c4703b642403f260415f300ca,00,26c4,0c47,03b6,25.98 %,45.173447748833624,5.745571344562929,00ca
8178,2015-07-08 14:29:27,867.3,4,LoRa,125,SF11,4/5,on,-120,-11,2,0026c30c3b03b141403f260415f300ca,00,26c3,0c3b,03b1,25.59 %,45.173447748833624,5.745571344562929,00ca
8171,2015-07-08 14:29:20,867.1,3,LoRa,125,SF11,4/5,on,-122,-11,2,0026c30c3503ad42403ee90415f900ca,00,26c3,0c35,03ad,25.98 %,45.17279328975597,5.745700090610992,00ca
8170,2015-07-08 14:29:19,867.3,4,LoRa,125,SF12,4/5,on,-121,-12,2,0026c40c4103b241403ee90415f900ca,00,26c4,0c41,03b2,25.59 %,45.17279328975597,5.745700090610992,00ca
8164,2015-07-08 14:29:14,868.3,1,LoRa,125,SF11,4/5,on,-120,-14.8,2,0026c10c3b03bc3f403ee90415f900ca,00,26c1,0c3b,03bc,24.8 %,45.17279328975597,5.745700090610992,00ca
8163,2015-07-08 14:29:13,867.1,3,LoRa,125,SF12,4/5,on,-122,-11.8,2,0026c20c3b03b940403ee00415f800ca,00,26c2,0c3b,03b9,25.2 %,45.172696730219926,5.745678632936315,00ca
8157,2015-07-08 14:29:08,867.7,6,LoRa,125,SF11,4/5,on,-122,-10.8,2,0026c30c3503b741403ee00415f800ca,00,26c3,0c35,03b7,25.59 %,45.172696730219926,5.745678632936315,00ca
8156,2015-07-08 14:29:06,868.1,0,LoRa,125,SF12,4/5,on,-124,-13.2,2,0026c40c3503af3f403ee00415f800ca,00,26c4,0c35,03af,24.8 %,45.172696730219926,5.745678632936315,00ca
8143,2015-07-08 14:28:55,867.1,3,LoRa,125,SF11,4/5,on,-124,-8.5,2,0026c30c2e03b441403ecf0415f500cd,00,26c3,0c2e,03b4,25.59 %,45.17251433998517,5.7456142599122835,00cd
8142,2015-07-08 14:28:54,867.3,4,LoRa,125,SF12,4/5,on,-122,-10.2,2,0026c30c2e03a93f403ecf0415f500cd,00,26c3,0c2e,03a9,24.8 %,45.17251433998517,5.7456142599122835,00cd
8121,2015-07-08 14:28:35,867.9,7,LoRa,125,SF12,4/5,on,-121,-5.8,2,0026c30c2203af41403eba0415d400cc,00,26c3,0c22,03af,25.59 %,45.17228903440106,5.744906156647939,00cc
8115,2015-07-08 14:28:30,867.1,3,LoRa,125,SF11,4/5,on,-121,-11.8,2,0026c20c1503b640403ea90415ca00cf,00,26c2,0c15,03b6,25.2 %,45.172106644166306,5.744691579901168,00cf
8114,2015-07-08 14:28:28,867.3,4,LoRa,125,SF12,4/5,on,-121,-4.8,2,0026c20c1c03b53f403ea90415ca00cf,00,26c2,0c1c,03b5,24.8 %,45.172106644166306,5.744691579901168,00cf
8110,2015-07-08 14:28:25,867.5,5,LoRa,125,SF9,4/5,on,-120,-7.5,2,0026c10c1503bc41403ea90415ca00cf,00,26c1,0c15,03bc,25.59 %,45.172106644166306,5.744691579901168,00cf
8108,2015-07-08 14:28:23,868.3,1,LoRa,125,SF11,4/5,on,-122,-9,2,0026c10c0f03b642403ea90415ca00cf,00,26c1,0c0f,03b6,25.98 %,45.172106644166306,5.744691579901168,00cf
8105,2015-07-08 14:28:20,867.9,7,LoRa,125,SF7,4/5,on,-122,-7.5,2,0026c10c0f03bc3f403e940415a600d3,00,26c1,0c0f,03bc,24.8 %,45.171881338582196,5.743919103612793,00d3
8101,2015-07-08 14:28:17,867.7,6,LoRa,125,SF11,4/5,on,-122,-10.8,2,0026c20c0f03c042403e940415a600d3,00,26c2,0c0f,03c0,25.98 %,45.171881338582196,5.743919103612793,00d3
8094,2015-07-08 14:28:11,867.3,4,LoRa,125,SF11,4/5,on,-121,-8.2,2,0026c20c0903bb42403e8404158000d7,00,26c2,0c09,03bb,25.98 %,45.17170967718478,5.743103711975063,00d7
8093,2015-07-08 14:28:10,867.7,6,LoRa,125,SF12,4/5,on,-122,-8.8,2,0026c30c0f03b741403e8404158000d7,00,26c3,0c0f,03b7,25.59 %,45.17170967718478,5.743103711975063,00d7
8087,2015-07-08 14:28:04,867.1,3,LoRa,125,SF11,4/5,on,-122,-7.8,2,0026c30c0303ae42403e8404158000d7,00,26c3,0c03,03ae,25.98 %,45.17170967718478,5.743103711975063,00d7
8086,2015-07-08 14:28:03,867.3,4,LoRa,125,SF12,4/5,on,-122,-8.8,2,0026c30c0303b541403e8404158000d7,00,26c3,0c03,03b5,25.59 %,45.17170967718478,5.743103711975063,00d7
8079,2015-07-08 14:27:57,868.5,2,LoRa,125,SF12,4/5,on,-121,-6.8,2,0026c30c0303aa40403e6304155300da,00,26c3,0c03,03aa,25.2 %,45.17135562555261,5.742138116614594,00da
8071,2015-07-08 14:27:48,868.3,8,LoRa,250,SF7,4/5,on,-119,-5.2,2,0026c30bfc03b93e403e4f04153000db,00,26c3,0bfc,03b9,24.41 %,45.171141048805836,5.741387098000896,00db
8059,2015-07-08 14:27:39,868.5,2,LoRa,125,SF11,4/5,on,-121,-6.8,2,0026c10bf003be40403e4604152a00dd,00,26c1,0bf0,03be,25.2 %,45.17104448926979,5.741258351952833,00dd
8053,2015-07-08 14:27:34,867.9,7,LoRa,125,SF10,4/5,on,-122,-13.2,2,0026c30bf003b73f403e4604152a00dd,00,26c3,0bf0,03b7,24.8 %,45.17104448926979,5.741258351952833,00dd
8045,2015-07-08 14:27:27,867.9,7,LoRa,125,SF11,4/5,on,-117,-3.8,2,0026c20be303b740403e3604150900df,00,26c2,0be3,03b7,25.2 %,45.17087282787237,5.740550248688489,00df
8044,2015-07-08 14:27:25,868.3,1,LoRa,125,SF12,4/5,on,-118,-4.8,2,0026c40bea03b43f403e3604150900df,00,26c4,0bea,03b4,24.8 %,45.17087282787237,5.740550248688489,00df
8035,2015-07-08 14:27:16,867.1,3,LoRa,125,SF7,4/5,on,-120,-3.2,2,0026c10bdd03c142403e320414fc00e0,00,26c1,0bdd,03c1,25.98 %,45.17082991252302,5.740271298917687,00e0
8033,2015-07-08 14:27:15,867.7,6,LoRa,125,SF9,4/5,on,-121,-3,2,0026c20be303b93e403e320414fc00e0,00,26c2,0be3,03b9,24.41 %,45.17082991252302,5.740271298917687,00e0
8031,2015-07-08 14:27:14,867.1,3,LoRa,125,SF11,4/5,on,-122,-4.5,2,0026c40bdd03a741403e320414fc00e0,00,26c4,0bdd,03a7,25.59 %,45.17082991252302,5.740271298917687,00e0
8030,2015-07-08 14:27:13,867.3,4,LoRa,125,SF12,4/5,on,-120,-6,2,0026c40bdd03af41403e320414fb00e0,00,26c4,0bdd,03af,25.59 %,45.17082991252302,5.74024984124301,00e0
8025,2015-07-08 14:27:08,867.7,6,LoRa,125,SF10,4/5,on,-121,-6.5,2,0026c30bd703b241403e320414fb00e0,00,26c3,0bd7,03b2,25.59 %,45.17082991252302,5.74024984124301,00e0
8024,2015-07-08 14:27:08,868.3,1,LoRa,125,SF11,4/5,on,-120,-14.2,2,0026c30bd103a742403e320414fb00e0,00,26c3,0bd1,03a7,25.98 %,45.17082991252302,5.74024984124301,00e0
8021,2015-07-08 14:27:04,867.9,7,LoRa,125,SF7,4/5,on,-122,-6.5,2,0026c20bd703b841403e320414fb00e0,00,26c2,0bd7,03b8,25.59 %,45.17082991252302,5.74024984124301,00e0
8019,2015-07-08 14:27:03,868.5,2,LoRa,125,SF9,4/5,on,-121,-7,2,0026c20bd103b63e403e320414fb00e0,00,26c2,0bd1,03b6,24.41 %,45.17082991252302,5.74024984124301,00e0
8017,2015-07-08 14:27:01,867.7,6,LoRa,125,SF11,4/5,on,-120,-5.5,2,0026c30bca03b141403e320414fa00e1,00,26c3,0bca,03b1,25.59 %,45.17082991252302,5.740228383568333,00e1
8016,2015-07-08 14:27:00,868.3,1,LoRa,125,SF12,4/5,on,-121,-10,2,0026c50bd103b03f403e320414fa00e1,00,26c5,0bd1,03b0,24.8 %,45.17082991252302,5.740228383568333,00e1
8010,2015-07-08 14:26:55,867.3,4,LoRa,125,SF11,4/5,on,-120,-5.8,2,0026c40bca039e3f403e320414fa00e1,00,26c4,0bca,039e,24.8 %,45.17082991252302,5.740228383568333,00e1
8006,2015-07-08 14:26:51,867.5,5,LoRa,125,SF8,4/5,on,-122,-5.8,2,0026c40bca03ac40403e280414eb00e3,00,26c4,0bca,03ac,25.2 %,45.17072262414963,5.739906518448176,00e3
8005,2015-07-08 14:26:50,867.9,7,LoRa,125,SF9,4/5,on,-124,-9.5,2,0026c40bca03a240403e280414eb00e3,00,26c4,0bca,03a2,25.2 %,45.17072262414963,5.739906518448176,00e3
