Sequence,Date - Time,Frequency [MHz],Channel,Modulation,Bandwidth [KHz],SF,Coding rate,ADR,RSSI [dBm],SNR [dB],Port,Payload ,Led 3 status,Athmospheric pressure,Temperature,Altitude (Pressure based),Battery status,Latitude,Longitude,Altitude
7477,2015-07-08 14:18:53,867.7,6,LoRa,125,SF12,4/5,on,-122,-15.5,2,0026c20c3503c342403e7b04122f00dc,00,26c2,0c35,03c3,25.98 %,45.17161311764873,5.72488614617421,00dc
7456,2015-07-08 14:18:34,868.3,1,LoRa,125,SF12,4/5,on,-121,-15,2,0026c20c3503bd3f403e7a04122e00dc,00,26c2,0c35,03bd,24.8 %,45.171602388811394,5.724864688499533,00dc
7449,2015-07-08 14:18:28,867.7,6,LoRa,125,SF12,4/5,on,-122,-13.8,2,0026c20c3503b93f403e7a04122a00dc,00,26c2,0c35,03b9,24.8 %,45.171602388811394,5.724778857800825,00dc
7442,2015-07-08 14:18:22,867.5,5,LoRa,125,SF12,4/5,on,-121,-18.2,2,0026c30c3b03b641403e8f04120a00dd,00,26c3,0c3b,03b6,25.59 %,45.1718276943955,5.724092212211158,00dd
7432,2015-07-08 14:18:12,868.1,0,LoRa,125,SF8,4/5,on,-121,-9.8,2,0026c20c3503b742403e8f04120a00dd,00,26c2,0c35,03b7,25.98 %,45.1718276943955,5.724092212211158,00dd
7407,2015-07-08 14:17:50,868.5,2,LoRa,125,SF12,4/5,on,-121,-18,2,0026c30c3503b643403eda04118f00e5,00,26c3,0c35,03b6,26.38 %,45.172632357195894,5.721452918225875,00e5
7393,2015-07-08 14:17:37,867.7,6,LoRa,125,SF12,4/5,on,-121,-11.2,2,0026c40c3b03b342403ef004116300e6,00,26c4,0c3b,03b3,25.98 %,45.17286839161734,5.720508780540083,00e6
7352,2015-07-08 14:17:01,868.1,0,LoRa,125,SF11,4/5,on,-124,-12.2,2,0026c20c4103ba42403f270410f800e8,00,26c2,0c41,03ba,25.98 %,45.17345847767096,5.718212809349633,00e8
7351,2015-07-08 14:16:59,867.1,3,LoRa,125,SF12,4/5,on,-122,-16.8,2,0026c20c4103b040403f270410f800e8,00,26c2,0c41,03b0,25.2 %,45.17345847767096,5.718212809349633,00e8
7345,2015-07-08 14:16:54,867.9,7,LoRa,125,SF11,4/5,on,-122,-16.2,2,0026c10c4103b242403f270410f800e8,00,26c1,0c41,03b2,25.98 %,45.17345847767096,5.718212809349633,00e8
7344,2015-07-08 14:16:53,868.1,0,LoRa,125,SF12,4/5,on,-124,-10.5,2,0026c20c4703ba40403f270410f800e8,00,26c2,0c47,03ba,25.2 %,45.17345847767096,5.718212809349633,00e8
7338,2015-07-08 14:16:48,867.3,4,LoRa,125,SF11,4/5,on,-121,-13.2,2,0026c10c4103af40403f270410f900e8,00,26c1,0c41,03af,25.2 %,45.17345847767096,5.71823426702431,00e8
7332,2015-07-08 14:16:43,868.1,0,LoRa,125,SF10,4/5,on,-123,-11.8,2,0026c30c4703b442403f270410f900e8,00,26c3,0c47,03b4,25.98 %,45.17345847767096,5.71823426702431,00e8
7331,2015-07-08 14:16:42,868.5,2,LoRa,125,SF11,4/5,on,-121,-12.2,2,0026c20c4103b742403f270410f600e7,00,26c2,0c41,03b7,25.98 %,45.17345847767096,5.718169894000279,00e7
7324,2015-07-08 14:16:35,868.1,0,LoRa,125,SF11,4/5,on,-124,-10,2,0026c30c4103ae41403f270410f600e7,00,26c3,0c41,03ae,25.59 %,45.17345847767096,5.718169894000279,00e7
7314,2015-07-08 14:16:25,867.5,5,LoRa,125,SF7,4/5,on,-119,-7,2,0026c20c4703c640403f270410f200e7,00,26c2,0c47,03c6,25.2 %,45.17345847767096,5.71808406330157,00e7
7311,2015-07-08 14:16:24,867.1,3,LoRa,125,SF10,4/5,on,-122,-12.5,2,0026c20c4703b93f403f270410f200e7,00,26c2,0c47,03b9,24.8 %,45.17345847767096,5.71808406330157,00e7
7305,2015-07-08 14:16:18,867.7,6,LoRa,125,SF9,4/5,on,-121,-11.8,2,0026c20c4e03b640403f270410f200e7,00,26c2,0c4e,03b6,25.2 %,45.17345847767096,5.71808406330157,00e7
7303,2015-07-08 14:16:16,867.1,3,LoRa,125,SF11,4/5,on,-122,-12.2,2,0026c20c4e03bb40403f270410f200e7,00,26c2,0c4e,03bb,25.2 %,45.17345847767096,5.71808406330157,00e7
7297,2015-07-08 14:16:11,867.7,6,LoRa,125,SF10,4/5,on,-120,-10.2,2,0026c40c4e03b642403f290410f300e7,00,26c4,0c4e,03b6,25.98 %,45.17347993534564,5.7181055209762475,00e7
7296,2015-07-08 14:16:10,868.1,0,LoRa,125,SF11,4/5,on,-122,-11.8,2,0026c20c4e03bd42403f290410f300e7,00,26c2,0c4e,03bd,25.98 %,45.17347993534564,5.7181055209762475,00e7
7289,2015-07-08 14:16:04,867.7,6,LoRa,125,SF11,4/5,on,-122,-8.8,2,0026c20c4e03bb42403f290410f300e7,00,26c2,0c4e,03bb,25.98 %,45.17347993534564,5.7181055209762475,00e7
7274,2015-07-08 14:15:50,867.5,5,LoRa,125,SF12,4/5,on,-121,-10.5,2,0026c00c5403c541403f580410a900e9,00,26c0,0c54,03c5,25.59 %,45.17398419070055,5.7165176530501425,00e9
7267,2015-07-08 14:15:44,868.5,2,LoRa,125,SF12,4/5,on,-120,-6.8,2,0026be0c5403e840403f580410a900e9,00,26be,0c54,03e8,25.2 %,45.17398419070055,5.7165176530501425,00e9
7265,2015-07-08 14:15:41,867.7,6,LoRa,125,SF7,4/5,on,-121,-3.5,2,0026bf0c5403d53f403f7604106f00e6,00,26bf,0c54,03d5,24.8 %,45.17430605582071,5.715273107918871,00e6
7263,2015-07-08 14:15:40,867.1,3,LoRa,125,SF9,4/5,on,-120,-1,2,0026bf0c4e03dc42403f7604106f00e6,00,26bf,0c4e,03dc,25.98 %,45.17430605582071,5.715273107918871,00e6
7262,2015-07-08 14:15:39,867.3,4,LoRa,125,SF10,4/5,on,-120,-6.2,2,0026bf0c5403cb3f403f7604106f00e6,00,26bf,0c54,03cb,24.8 %,45.17430605582071,5.715273107918871,00e6
7261,2015-07-08 14:15:39,867.7,6,LoRa,125,SF11,4/5,on,-120,-2.5,2,0026bf0c5403c142403f7604106f00e6,00,26bf,0c54,03c1,25.98 %,45.17430605582071,5.715273107918871,00e6
7255,2015-07-08 14:15:33,867.1,3,LoRa,125,SF10,4/5,on,-120,-10.5,2,0026c30c5403b442403f7604106f00e6,00,26c3,0c54,03b4,25.98 %,45.17430605582071,5.715273107918871,00e6
7254,2015-07-08 14:15:32,867.5,5,LoRa,125,SF11,4/5,on,-121,-10.5,2,0026c20c5403b941403f7604106f00e6,00,26c2,0c54,03b9,25.59 %,45.17430605582071,5.715273107918871,00e6
7253,2015-07-08 14:15:31,867.9,7,LoRa,125,SF12,4/5,on,-121,-11.5,2,0026c30c5a03bc42403f8304104300e5,00,26c3,0c5a,03bc,25.98 %,45.17444553070611,5.714328970233079,00e5
7249,2015-07-08 14:15:27,867.7,6,LoRa,125,SF9,4/5,on,-120,-6.2,2,0026c20c5a03b83f403f8304104300e5,00,26c2,0c5a,03b8,24.8 %,45.17444553070611,5.714328970233079,00e5
7247,2015-07-08 14:15:26,869.4,3,LoRa,125,SF11,4/5,on,-120,-11.2,2,0026c20c5403ae42403f8304104300e5,00,26c2,0c54,03ae,25.98 %,45.17444553070611,5.714328970233079,00e5
7246,2015-07-08 14:15:25,867.5,5,LoRa,125,SF12,4/5,on,-121,-13,2,0026c30c5a03b240403f8304104300e5,00,26c3,0c5a,03b2,25.2 %,45.17444553070611,5.714328970233079,00e5
7239,2015-07-08 14:15:18,867.1,3,LoRa,125,SF12,4/5,on,-122,-14.2,2,0026c40c5a03ac42403f8404103c00e5,00,26c4,0c5a,03ac,25.98 %,45.17445625954345,5.714178766510339,00e5
7232,2015-07-08 14:15:12,868.1,0,LoRa,125,SF12,4/5,on,-122,-15,2,0026c40c5a03ad40403f8404103c00e5,00,26c4,0c5a,03ad,25.2 %,45.17445625954345,5.714178766510339,00e5
7225,2015-07-08 14:15:06,867.9,7,LoRa,125,SF12,4/5,on,-122,-15.2,2,0026c40c5a03b142403f8404103c00e5,00,26c4,0c5a,03b1,25.98 %,45.17445625954345,5.714178766510339,00e5
7219,2015-07-08 14:15:01,868.6,3,LoRa,125,SF11,4/5,on,-122,-14.5,2,0026c30c5403a840403f8404103c00e5,00,26c3,0c54,03a8,25.2 %,45.17445625954345,5.714178766510339,00e5
7213,2015-07-08 14:14:55,867.7,6,LoRa,125,SF10,4/5,on,-122,-14.2,2,0026c40c5403b142403f8404103c00e5,00,26c4,0c54,03b1,25.98 %,45.17445625954345,5.714178766510339,00e5
7212,2015-07-08 14:14:54,868.1,0,LoRa,125,SF11,4/5,on,-122,-16.8,2,0026c30c5403a840403f8404103c00e5,00,26c3,0c54,03a8,25.2 %,45.17445625954345,5.714178766510339,00e5
7205,2015-07-08 14:14:48,867.7,6,LoRa,125,SF11,4/5,on,-121,-11.5,2,0026c20c5403c03f403f8404103c00e5,00,26c2,0c54,03c0,24.8 %,45.17445625954345,5.714178766510339,00e5
7197,2015-07-08 14:14:40,867.9,7,LoRa,125,SF12,4/5,on,-124,-13.5,2,0026c40c5a03a543403f8404103c00e5,00,26c4,0c5a,03a5,26.38 %,45.17445625954345,5.714178766510339,00e5
7192,2015-07-08 14:14:36,868.3,1,LoRa,125,SF10,4/5,on,-122,-12.2,2,0026c50c5403ae40403f8404103c00e5,00,26c5,0c54,03ae,25.2 %,45.17445625954345,5.714178766510339,00e5
7191,2015-07-08 14:14:35,867.1,3,LoRa,125,SF11,4/5,on,-122,-11.5,2,0026c30c5403b042403f8404103c00e5,00,26c3,0c54,03b0,25.98 %,45.17445625954345,5.714178766510339,00e5
7190,2015-07-08 14:14:34,867.3,4,LoRa,125,SF12,4/5,on,-121,-17.5,2,0026c40c5a03b342403f8404103c00e5,00,26c4,0c5a,03b3,25.98 %,45.17445625954345,5.714178766510339,00e5
7184,2015-07-08 14:14:29,868.3,1,LoRa,125,SF11,4/5,on,-122,-13.8,2,0026c30c5403b140403f8304103c00e5,00,26c3,0c54,03b1,25.2 %,45.17444553070611,5.714178766510339,00e5
7183,2015-07-08 14:14:28,868.5,2,LoRa,125,SF12,4/5,on,-122,-13.8,2,0026c30c5a03af41403f8304103c00e5,00,26c3,0c5a,03af,25.59 %,45.17444553070611,5.714178766510339,00e5
7177,2015-07-08 14:14:23,867.75,7,LoRa,125,SF11,4/5,on,-122,-16.5,2,0026c30c4e03b73f403f8304103c00e5,00,26c3,0c4e,03b7,24.8 %,45.17444553070611,5.714178766510339,00e5
7120,2015-07-08 14:13:31,868.1,0,LoRa,125,SF12,4/5,on,-122,-13.5,2,0026c30c4e03ae41403f7e04103d00e6,00,26c3,0c4e,03ae,25.59 %,45.174391886519416,5.714200224185016,00e6
7113,2015-07-08 14:13:25,867.9,7,LoRa,125,SF12,4/5,on,-122,-11.8,2,0026c50c5403a842403f7e04103d00e6,00,26c5,0c54,03a8,25.98 %,45.174391886519416,5.714200224185016,00e6
7107,2015-07-08 14:13:20,868.5,2,LoRa,125,SF11,4/5,on,-121,-10.8,2,0026c20c4e03b242403f7d04103d00e6,00,26c2,0c4e,03b2,25.98 %,45.17438115768208,5.714200224185016,00e6
7106,2015-07-08 14:13:18,867.5,5,LoRa,125,SF12,4/5,on,-122,-17.2,2,0026c40c4e03a942403f7d04103d00e6,00,26c4,0c4e,03a9,25.98 %,45.17438115768208,5.714200224185016,00e6
7101,2015-07-08 14:13:14,867.7,6,LoRa,125,SF10,4/5,on,-121,-11.5,2,0026c40c4e03a741403f7d04103d00e6,00,26c4,0c4e,03a7,25.59 %,45.17438115768208,5.714200224185016,00e6
7100,2015-07-08 14:13:13,868.1,0,LoRa,125,SF11,4/5,on,-122,-8.2,2,0026c30c4e03ad41403f7d04103d00e6,00,26c3,0c4e,03ad,25.59 %,45.17438115768208,5.714200224185016,00e6
